Open,High,Low,Close,Adj Close,Volume,company_name
27.781227111816406,28.06793975830078,27.725879669189453,28.02904510498047,28.02904510498047,29350361,GOOGLE
27.948766708374023,28.10284423828125,27.81862449645996,27.950761795043945,27.950761795043945,27034019,GOOGLE
27.823610305786133,27.9173526763916,27.675018310546875,27.865495681762695,27.865495681762695,22002242,GOOGLE
27.788705825805664,27.82311248779297,27.347915649414062,27.492021560668945,27.492021560668945,29169867,GOOGLE
27.537395477294922,27.539390563964844,27.20331382751465,27.51246452331543,27.51246452331543,24410836,GOOGLE
27.387807846069336,27.405757904052734,27.00186538696289,27.139488220214844,27.139488220214844,34051232,GOOGLE
27.135498046875,27.19134521484375,26.89266586303711,27.076162338256836,27.076162338256836,28891103,GOOGLE
27.16840934753418,27.602218627929688,27.125526428222656,27.592744827270508,27.592744827270508,34835379,GOOGLE
27.636125564575195,27.674020767211914,27.35040855407715,27.669034957885742,27.669034957885742,49136535,GOOGLE
27.766267776489258,27.80266761779785,27.444252014160156,27.74183464050293,27.74183464050293,90166875,GOOGLE
27.681499481201172,28.172651290893555,27.63662338256836,28.17015838623047,28.17015838623047,30736155,GOOGLE
28.182125091552734,28.553905487060547,27.973697662353516,28.153703689575195,28.153703689575195,44142862,GOOGLE
28.18561553955078,28.918603897094727,28.183622360229492,28.853282928466797,28.853282928466797,39387843,GOOGLE
28.970462799072266,29.042762756347656,28.51421356201172,28.721145629882812,28.721145629882812,34839390,GOOGLE
28.779985427856445,28.91411590576172,28.611446380615234,28.782976150512695,28.782976150512695,44738493,GOOGLE
28.853782653808594,28.89915657043457,28.658817291259766,28.685245513916016,28.685245513916016,26275943,GOOGLE
28.836828231811523,29.139995574951172,28.753557205200195,29.053733825683594,29.053733825683594,28959290,GOOGLE
29.0876407623291,29.19185447692871,28.940044403076172,29.037029266357422,29.037029266357422,21127848,GOOGLE
29.0876407623291,29.170412063598633,28.966472625732422,29.156450271606445,29.156450271606445,14283107,GOOGLE
29.108083724975586,29.24121856689453,28.90015411376953,29.03278923034668,29.03278923034668,21292298,GOOGLE
28.803918838500977,28.897062301635742,28.229246139526367,28.476318359375,28.476318359375,38190565,GOOGLE
28.500751495361328,28.757047653198242,28.390853881835938,28.725135803222656,28.725135803222656,22335153,GOOGLE
28.218027114868164,28.750564575195312,28.17315101623535,28.476816177368164,28.476816177368164,27134293,GOOGLE
28.5172061920166,28.962982177734375,28.492773056030273,28.879711151123047,28.879711151123047,32434806,GOOGLE
29.050243377685547,29.18038558959961,28.822368621826172,29.16343116760254,29.16343116760254,37081529,GOOGLE
29.20681381225586,29.210054397583008,28.749069213867188,29.15894317626953,29.15894317626953,32460877,GOOGLE
29.319503784179688,29.339448928833008,29.030296325683594,29.053234100341797,29.053234100341797,27942506,GOOGLE
28.89716339111328,28.96996307373047,28.352657318115234,28.60795783996582,28.60795783996582,60331186,GOOGLE
29.568819046020508,29.758298873901367,29.02032470703125,29.672534942626953,29.672534942626953,80283816,GOOGLE
29.50649070739746,29.638626098632812,29.18153190612793,29.39280128479004,29.39280128479004,41242922,GOOGLE
29.45513153076172,29.900407791137695,29.449146270751953,29.655580520629883,29.655580520629883,33983045,GOOGLE
29.58028793334961,29.81065559387207,29.543886184692383,29.717411041259766,29.717411041259766,24663528,GOOGLE
29.740846633911133,29.892929077148438,29.50748634338379,29.586271286010742,29.586271286010742,20702684,GOOGLE
29.43917465209961,29.511974334716797,29.271135330200195,29.370363235473633,29.370363235473633,18649061,GOOGLE
29.322994232177734,29.543886184692383,29.1575984954834,29.449146270751953,29.449146270751953,19736037,GOOGLE
29.356901168823242,29.40427017211914,29.095867156982422,29.20033073425293,29.20033073425293,26997920,GOOGLE
29.247201919555664,29.394298553466797,29.12005043029785,29.29058265686035,29.29058265686035,20329662,GOOGLE
28.950515747070312,29.102598190307617,28.421966552734375,28.501747131347656,28.501747131347656,42055146,GOOGLE
28.441913604736328,28.719152450561523,28.065446853637695,28.22600555419922,28.22600555419922,39105069,GOOGLE
28.374099731445312,28.68873405456543,28.127775192260742,28.579036712646484,28.579036712646484,28546159,GOOGLE
28.424461364746094,28.52069664001465,28.053478240966797,28.1761417388916,28.1761417388916,31024946,GOOGLE
28.01209259033203,28.456872940063477,27.923336029052734,28.24116325378418,28.24116325378418,26687069,GOOGLE
28.322240829467773,28.41648292541504,27.978185653686523,28.09087562561035,28.09087562561035,22218835,GOOGLE
28.100849151611328,28.434432983398438,27.94078826904297,28.36063575744629,28.36063575744629,29895854,GOOGLE
28.42146873474121,28.446399688720703,28.222515106201172,28.31625747680664,28.31625747680664,24294518,GOOGLE
28.148717880249023,28.217529296875,27.96721649169922,28.059463500976562,28.059463500976562,30840441,GOOGLE
28.2878360748291,28.671283721923828,28.21004867553711,28.66031265258789,28.66031265258789,28784812,GOOGLE
28.730121612548828,28.815885543823242,28.46584701538086,28.653831481933594,28.653831481933594,19709966,GOOGLE
28.81389045715332,28.88968276977539,28.447895050048828,28.595491409301758,28.595491409301758,30383189,GOOGLE
28.72663116455078,29.14548110961914,28.721145629882812,29.028303146362305,29.028303146362305,25682318,GOOGLE
29.16991424560547,29.28659439086914,29.12005043029785,29.262659072875977,29.262659072875977,19573592,GOOGLE
29.213794708251953,29.254680633544922,29.04874610900879,29.14448356628418,29.14448356628418,20734771,GOOGLE
29.11107635498047,29.144981384277344,28.977441787719727,29.08863639831543,29.08863639831543,18296094,GOOGLE
29.099607467651367,29.181682586669922,28.952510833740234,29.048248291015625,29.048248291015625,15781209,GOOGLE
29.15595245361328,29.16991424560547,28.87073516845703,28.930570602416992,28.930570602416992,27228551,GOOGLE
28.98342514038086,29.010351181030273,28.75006675720215,28.81389045715332,28.81389045715332,32793789,GOOGLE
28.78447151184082,28.845304489135742,28.42710304260254,28.471830368041992,28.471830368041992,34067276,GOOGLE
28.400028228759766,28.584022521972656,28.27736473083496,28.382076263427734,28.382076263427734,25858801,GOOGLE
28.488285064697266,28.5236873626709,28.275819778442383,28.501747131347656,28.501747131347656,21675347,GOOGLE
28.51421356201172,28.812395095825195,28.481304168701172,28.787464141845703,28.787464141845703,31568434,GOOGLE
28.920597076416016,29.06968879699707,28.671283721923828,28.817880630493164,28.817880630493164,24302540,GOOGLE
28.920597076416016,29.219776153564453,28.881704330444336,29.01932716369629,29.01932716369629,29163850,GOOGLE
29.119054794311523,29.247201919555664,29.017831802368164,29.223766326904297,29.223766326904297,32647388,GOOGLE
29.24969482421875,29.50748634338379,29.2347354888916,29.4052677154541,29.4052677154541,28620362,GOOGLE
29.3643798828125,29.369365692138672,28.920597076416016,28.97096061706543,28.97096061706543,25744488,GOOGLE
28.995393753051758,29.09511947631836,28.768016815185547,29.07517433166504,29.07517433166504,19547521,GOOGLE
28.938549041748047,29.01085090637207,28.73410987854004,28.987913131713867,28.987913131713867,24420864,GOOGLE
28.970462799072266,29.00237464904785,28.644357681274414,28.702198028564453,28.702198028564453,32033708,GOOGLE
28.568565368652344,28.668790817260742,28.332712173461914,28.5765438079834,28.5765438079834,31951483,GOOGLE
28.559589385986328,28.995393753051758,28.554603576660156,28.91810417175293,28.91810417175293,29607064,GOOGLE
28.921096801757812,29.295568466186523,28.859516143798828,29.158445358276367,29.158445358276367,33856699,GOOGLE
29.26963996887207,29.396291732788086,29.16991424560547,29.382829666137695,29.382829666137695,28891103,GOOGLE
29.4940242767334,29.742341995239258,29.394298553466797,29.722396850585938,29.722396850585938,74732617,GOOGLE
29.60970687866211,29.616138458251953,29.093124389648438,29.288089752197266,29.288089752197266,33790518,GOOGLE
29.262161254882812,29.262161254882812,28.970462799072266,28.976943969726562,28.976943969726562,29428575,GOOGLE
28.993398666381836,29.400779724121094,28.9465274810791,29.31900405883789,29.31900405883789,34562632,GOOGLE
29.29706573486328,29.318506240844727,28.630395889282227,28.674274444580078,28.674274444580078,38519466,GOOGLE
28.724138259887695,28.883201599121094,28.654329299926758,28.7759952545166,28.7759952545166,28873054,GOOGLE
28.509227752685547,28.830345153808594,28.48030662536621,28.739097595214844,28.739097595214844,25648224,GOOGLE
28.767518997192383,28.913118362426758,28.564077377319336,28.788959503173828,28.788959503173828,32434806,GOOGLE
28.72164535522461,28.799930572509766,28.272876739501953,28.335704803466797,28.335704803466797,28909153,GOOGLE
28.2878360748291,28.5172061920166,28.088882446289062,28.42595672607422,28.42595672607422,23568530,GOOGLE
28.574050903320312,28.782228469848633,28.5466251373291,28.685245513916016,28.685245513916016,22834521,GOOGLE
